match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Manchester United FC vs Leeds United FC,Manchester United FC,Leeds United FC,2026-04-13 19:00:00+00:00,Away Win,0.599145770072937,5.9,0.1694915254237288,0.4296542446492082,2.5349600434303285,12.93346960933841,0.599145770072937
Sunderland AFC vs Tottenham Hotspur FC,Sunderland AFC,Tottenham Hotspur FC,2026-04-12 13:00:00+00:00,Home Win,0.9457205533981323,2.72,0.3676470588235294,0.5780734945746029,1.57235990524292,22.85406839015872,0.9457205533981323
Burnley FC vs Brighton & Hove Albion FC,Burnley FC,Brighton & Hove Albion FC,2026-04-11 14:00:00+00:00,Home Win,0.509194016456604,4.9,0.2040816326530612,0.3051123838035428,1.4950506806373598,9.583658209213844,0.509194016456604
Chelsea FC vs Manchester City FC,Chelsea FC,Manchester City FC,2026-04-12 15:30:00+00:00,Home Win,0.7259930968284607,3.3,0.30303030303030304,0.42296279379815765,1.3957772195339202,15.171491516673047,0.7259930968284607
West Ham United FC vs Wolverhampton Wanderers FC,West Ham United FC,Wolverhampton Wanderers FC,2026-04-10 19:00:00+00:00,Home Win,0.8539887070655823,1.9,0.5263157894736842,0.3276729175918981,0.6225785434246063,17.293848428461285,0.8539887070655823
Nottingham Forest FC vs Aston Villa FC,Nottingham Forest FC,Aston Villa FC,2026-04-12 13:00:00+00:00,Home Win,0.509194016456604,2.78,0.3597122302158274,0.14948178624077663,0.41555936574935903,5.8365079459179645,0.509194016456604
Brentford FC vs Everton FC,Brentford FC,Everton FC,2026-04-11 14:00:00+00:00,Home Win,0.5788708329200745,2.3,0.4347826086956522,0.14408822422442225,0.3314029157161712,6.373132994541756,0.5788708329200745
Burnley FC vs Brighton & Hove Albion FC,Burnley FC,Brighton & Hove Albion FC,2026-04-11 14:00:00+00:00,Draw,0.31109315156936646,4.1,0.24390243902439027,0.06719071254497619,0.2754819214344023,2.2216283986645347,0.509194016456604
Crystal Palace FC vs Newcastle United FC,Crystal Palace FC,Newcastle United FC,2026-04-12 13:00:00+00:00,Draw,0.3422539234161377,3.7,0.27027027027027023,0.07198365314586747,0.26633951663970956,2.4661066355528662,0.42657923698425293
Liverpool FC vs Fulham FC,Liverpool FC,Fulham FC,2026-04-11 16:30:00+00:00,Home Win,0.7463911771774292,1.65,0.6060606060606061,0.14033057111682312,0.2315454423427581,8.905593936259928,0.7463911771774292
