match,home_team,away_team,date,outcome,model_probability,bookmaker_odds,bookmaker_probability,edge,expected_value,kelly_stake_pct,confidence
Manchester United FC vs Leeds United FC,Manchester United FC,Leeds United FC,2026-04-13 19:00:00+00:00,Away Win,0.599145770072937,5.6,0.17857142857142858,0.4205743415015084,2.355216312408447,12.800088654393734,0.599145770072937
Sunderland AFC vs Tottenham Hotspur FC,Sunderland AFC,Tottenham Hotspur FC,2026-04-12 13:00:00+00:00,Home Win,0.9457205533981323,2.8,0.35714285714285715,0.5885776962552751,1.6480175495147704,22.889132632149593,0.9457205533981323
Burnley FC vs Brighton & Hove Albion FC,Burnley FC,Brighton & Hove Albion FC,2026-04-11 14:00:00+00:00,Home Win,0.509194016456604,4.9,0.2040816326530612,0.3051123838035428,1.4950506806373598,9.583658209213844,0.509194016456604
Chelsea FC vs Manchester City FC,Chelsea FC,Manchester City FC,2026-04-12 15:30:00+00:00,Home Win,0.7259930968284607,3.3,0.30303030303030304,0.42296279379815765,1.3957772195339202,15.171491516673047,0.7259930968284607
West Ham United FC vs Wolverhampton Wanderers FC,West Ham United FC,Wolverhampton Wanderers FC,2026-04-10 19:00:00+00:00,Home Win,0.8539887070655823,1.93,0.5181347150259068,0.3358539920396755,0.6481982046365737,17.424682920338004,0.8539887070655823
Nottingham Forest FC vs Aston Villa FC,Nottingham Forest FC,Aston Villa FC,2026-04-12 13:00:00+00:00,Home Win,0.509194016456604,2.76,0.3623188405797102,0.1468751758768938,0.40537548542022694,5.7581745088100424,0.509194016456604
Brentford FC vs Everton FC,Brentford FC,Everton FC,2026-04-11 14:00:00+00:00,Home Win,0.5788708329200745,2.26,0.4424778761061947,0.13639295681387975,0.3082480823993682,6.116033380939847,0.5788708329200745
Burnley FC vs Brighton & Hove Albion FC,Burnley FC,Brighton & Hove Albion FC,2026-04-11 14:00:00+00:00,Draw,0.31109315156936646,4.1,0.24390243902439027,0.06719071254497619,0.2754819214344023,2.2216283986645347,0.509194016456604
Crystal Palace FC vs Newcastle United FC,Crystal Palace FC,Newcastle United FC,2026-04-12 13:00:00+00:00,Draw,0.3422539234161377,3.7,0.27027027027027023,0.07198365314586747,0.26633951663970956,2.4661066355528662,0.42657923698425293
Liverpool FC vs Fulham FC,Liverpool FC,Fulham FC,2026-04-11 16:30:00+00:00,Home Win,0.7463911771774292,1.69,0.591715976331361,0.15467520084606823,0.2614010894298553,9.471053964849832,0.7463911771774292
